units,year,variable,model,experiment,ensemble,global_value
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.29167E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.25153E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.23979E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.24609E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.2026E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.22453E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.32371E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.3076E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.30165E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.34223E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46839E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.47005E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.42698E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.38614E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.4049E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.42475E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45503E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46558E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43688E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.42302E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46048E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.49025E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45892E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43515E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46694E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.44798E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.40836E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46089E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46149E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43509E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.4143E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.42894E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43893E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.52893E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46076E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45217E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.44739E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.40015E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.41208E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43661E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45194E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.41277E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.40738E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43373E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.39114E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.47466E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45917E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.44338E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.40839E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.52384E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.51923E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.42501E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45135E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45359E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46886E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.43484E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.4385E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.49782E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.46522E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.53406E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.52942E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.51216E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.45693E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.39976E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.50318E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.54676E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.49696E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.52237E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.51422E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.52279E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.528E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.54278E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.53106E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.49989E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.53306E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.57866E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.59462E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.5682E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.5794E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.62763E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.5912E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.592E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.6043E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.55965E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.61872E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.60476E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.6314E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.65343E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.6084E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.65299E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.67647E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.71007E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.62877E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.65149E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.6621E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.70125E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.67378E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.66485E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.63003E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.66239E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.70719E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.69826E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.69746E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.72948E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.69842E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.69743E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.6841E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.7328E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.75747E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.66125E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.68423E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.7123E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.76719E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.74331E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.74518E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.74235E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.74465E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.78572E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.76831E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.74184E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.79359E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.77062E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.83641E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.76876E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.70355E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.72263E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.75233E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.73639E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.72719E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.73608E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.78425E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.80015E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.79328E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.80349E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.85833E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.88272E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.82791E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.8831E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.91976E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.92736E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.98984E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.99774E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.97629E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.99693E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.95581E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.97513E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.94523E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.02912E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.09027E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.06797E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.09482E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.98487E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r2i1p1f1,4.99186E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.05825E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.05334E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.097E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.18382E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.20354E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.20219E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.19783E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.32206E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.25412E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.23766E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.26783E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.27765E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.31009E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.31279E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.26349E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.32812E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.34625E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.32705E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.37659E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.2925E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.3898E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r2i1p1f1,5.37523E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45394E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.43347E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.40848E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49253E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.39554E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45404E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.4763E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45426E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48209E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45426E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48648E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.46952E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.38078E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.47149E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.44585E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45834E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49984E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48149E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.43157E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.5012E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.55238E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.43961E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.47751E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.46391E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45976E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.42569E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.4708E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.47543E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.4921E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49147E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.50271E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49635E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49058E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.50383E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.45428E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.41272E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48124E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.4592E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.53582E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.49542E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.50276E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.51637E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.5715E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.53231E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.51323E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.5887E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.51455E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.4525E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.5567E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.54938E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.57369E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.58112E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.53483E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.51478E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.55151E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.54354E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.54583E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.59556E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.563E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48784E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.52824E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.5022E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48508E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.52715E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.52853E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.48824E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.53486E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.56184E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.55109E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.59746E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.50666E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.59405E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.66521E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.67297E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.64823E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.68017E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.67169E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.59046E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.63467E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.60415E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.63534E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.64521E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.66935E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.65671E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.64517E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.69112E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.61919E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.66187E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.6434E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.67438E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.73005E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.68008E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.71537E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.751E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.70123E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.74106E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.74339E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.70925E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.72065E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.72509E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.72802E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.73529E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.6989E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.73966E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.75551E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.70734E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.68759E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.72048E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.741E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.7694E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.74822E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.73448E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.80604E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.69092E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.75357E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.77968E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.73758E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.77108E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.75019E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.76834E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.82703E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.78854E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.7787E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.82646E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.87964E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.86994E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.83698E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.89781E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.87623E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.90426E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.88799E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.95495E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.9283E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.93211E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r30i1p1f1,4.98894E+14
