units,year,variable,model,experiment,ensemble,global_value
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.71213E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.70714E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.70862E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.74779E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.75236E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.74197E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.72752E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.7258E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.72233E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.77817E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.74707E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.70833E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.76454E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.82552E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.77824E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.73107E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.79798E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.78962E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.76146E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.78867E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.83661E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.78747E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.72811E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.79734E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.80224E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.78426E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.77783E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.77698E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.89238E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.81455E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.90463E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.90085E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.90545E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.93898E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.91917E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.87097E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.94985E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.92135E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.91615E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.89964E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.93936E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.97909E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.98215E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.00288E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.09771E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.06151E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r15i1p1f1,4.95676E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.05958E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.07838E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.11671E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.12247E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.12555E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.12671E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.19887E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.19113E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.24261E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.19036E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.22074E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.21994E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.26686E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.28191E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.26018E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.24303E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.35747E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.3948E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.41056E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.40411E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.38443E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r15i1p1f1,5.38162E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.4502E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.5046E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44015E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.45515E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46613E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46067E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.43302E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44525E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.39679E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46614E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48886E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46976E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.45264E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44576E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44866E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.50859E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48542E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.52304E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48798E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.49533E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.4621E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46236E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48851E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.45224E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44063E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.47978E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.54331E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48944E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48267E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.49317E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51279E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51019E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44056E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.4795E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.40117E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.5167E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51292E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48288E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.47476E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.49978E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51949E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.47217E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.49407E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.5236E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.53787E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.44364E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51155E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.50731E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.56697E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.55169E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51508E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.56658E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.5204E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48614E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.46199E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.4749E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48542E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.48563E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.52649E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.55837E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.55008E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.50957E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.51694E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.52472E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.54833E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.53542E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.50732E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.5794E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.62674E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.53593E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.56268E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.59815E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.56774E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.52218E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.56624E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.63117E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.60048E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.6099E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.59769E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.55703E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.6041E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.64185E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.60243E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.568E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.6319E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.66951E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.58384E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.63362E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.687E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.67211E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.61866E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.67275E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.60703E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.61389E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.66424E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.70361E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.68921E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.7264E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.67709E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.67627E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.73555E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.71827E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.69072E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.69803E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.74047E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.70477E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.72215E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.76462E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.6945E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.68661E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.74828E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.74124E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.72335E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.73661E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.74224E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.74523E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.79705E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.83611E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.73663E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.7501E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.77149E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.76774E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.82943E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.82837E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.81278E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.83094E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.84205E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.8441E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.92837E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.92857E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.90655E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.92334E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.00022E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.93909E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.85773E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.90056E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.9375E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.94194E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.95486E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.03461E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.99999E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.99891E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.05086E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.98796E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r16i1p1f1,4.99827E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.08324E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.12577E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.09386E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.07906E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.18104E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.15613E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.13859E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.18559E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.19027E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.25328E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.32585E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.20435E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.23465E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.29025E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.27599E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.36504E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.32293E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.3257E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.37188E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r16i1p1f1,5.37181E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.47312E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.42894E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.43479E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.43577E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44205E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.48358E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.43786E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44116E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.39625E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.41385E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4911E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.41495E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.39293E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.45212E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.37925E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.40595E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4636E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.46973E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.42692E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44097E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.48365E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44133E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.43401E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.46425E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44644E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.40002E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.43759E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4855E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4781E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.42635E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4608E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44347E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.46374E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.47677E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44536E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.47281E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.44884E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.50269E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.52612E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.52192E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4976E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.42307E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5301E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5127E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.49193E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.52777E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5056E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.55005E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5479E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5347E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.57152E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.57779E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.52176E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.47977E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.46842E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.51206E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.52157E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.4961E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.49339E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.54346E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.54395E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.53545E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.53318E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.54571E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.55357E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.54305E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5729E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.56683E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.57684E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.60417E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.58087E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.54681E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.55055E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.59472E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.5498E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.56851E+14
