"variable","model","experiment","coords","value","units"
"rh","IPSL-CM6A-LR","historical",30,3.19413650369315,"%"
"rh","IPSL-CM6A-LR","historical",35,3.47579189201318,"%"
"rh","IPSL-CM6A-LR","historical",40,3.76474494641343,"%"
"rh","IPSL-CM6A-LR","historical",45,3.95121987993117,"%"
"rh","IPSL-CM6A-LR","historical",50,3.75374072878722,"%"
"rh","IPSL-CM6A-LR","historical",55,3.01008398046759,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000256244449643192,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0561841555606794,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.146102598680663,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.377955421624446,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.691617715127071,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.01948125292927,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.45983889529826,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.67788711756721,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.1452643231415,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.58968552461334,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.2257808806576,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.75177605219922,"%"
"rh","IPSL-CM6A-LR","historical",0,9.30107415756875,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2302188428349,"%"
"rh","IPSL-CM6A-LR","historical",10,5.14374579543917,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81241872102536,"%"
"rh","IPSL-CM6A-LR","historical",20,2.92671011391394,"%"
"rh","IPSL-CM6A-LR","historical",25,3.09138601063876,"%"
"rh","IPSL-CM6A-LR","historical",30,3.17686183594615,"%"
"rh","IPSL-CM6A-LR","historical",35,3.556815327491,"%"
"rh","IPSL-CM6A-LR","historical",40,3.82447771211365,"%"
"rh","IPSL-CM6A-LR","historical",45,3.98834424682652,"%"
"rh","IPSL-CM6A-LR","historical",50,3.79722466945257,"%"
"rh","IPSL-CM6A-LR","historical",55,3.00889238490032,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000252927953667643,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0578059011952146,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.148165545370296,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.375361234571014,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.714721714670392,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99429362270039,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.41772714410065,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.63855436687284,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.15730625886801,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.63158151430751,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.28550994246826,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.89224275078207,"%"
"rh","IPSL-CM6A-LR","historical",0,9.43482300924816,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2679628558666,"%"
"rh","IPSL-CM6A-LR","historical",10,5.01161979565118,"%"
"rh","IPSL-CM6A-LR","historical",15,2.78167941845761,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91873817178244,"%"
"rh","IPSL-CM6A-LR","historical",25,3.05222088372919,"%"
"rh","IPSL-CM6A-LR","historical",30,3.16310806719298,"%"
"rh","IPSL-CM6A-LR","historical",35,3.5293400127664,"%"
"rh","IPSL-CM6A-LR","historical",40,3.8001400632573,"%"
"rh","IPSL-CM6A-LR","historical",45,3.92472296601597,"%"
"rh","IPSL-CM6A-LR","historical",50,3.76025607496415,"%"
"rh","IPSL-CM6A-LR","historical",55,3.04186575720766,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000244343755093671,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0537209024253218,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.147237267703214,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.372089796481065,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.677930547824815,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.9107742713682,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.34248985984604,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.58403138893326,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.08578560233059,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.61298316379015,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.28256876956479,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.79431543363991,"%"
"rh","IPSL-CM6A-LR","historical",0,9.33602510466607,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2695425111306,"%"
"rh","IPSL-CM6A-LR","historical",10,5.14623941890959,"%"
"rh","IPSL-CM6A-LR","historical",15,2.78605693479484,"%"
"rh","IPSL-CM6A-LR","historical",20,2.95644520261136,"%"
"rh","IPSL-CM6A-LR","historical",25,3.13237537896382,"%"
"rh","IPSL-CM6A-LR","historical",30,3.23038204981581,"%"
"rh","IPSL-CM6A-LR","historical",35,3.55531826414152,"%"
"rh","IPSL-CM6A-LR","historical",40,3.81647224901097,"%"
"rh","IPSL-CM6A-LR","historical",45,4.0129373374422,"%"
"rh","IPSL-CM6A-LR","historical",50,3.8393993624687,"%"
"rh","IPSL-CM6A-LR","historical",55,3.05463483838205,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000281064010775616,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0573578807358383,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.149657380118477,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.379536874429702,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.692336145706448,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.02544028018943,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.43713190402701,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.57782427039345,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.18112192866889,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.69344586323178,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.36184207096929,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.91020204888222,"%"
"rh","IPSL-CM6A-LR","historical",0,9.41364495007173,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2564843067479,"%"
"rh","IPSL-CM6A-LR","historical",10,4.98505178158701,"%"
"rh","IPSL-CM6A-LR","historical",15,2.74492349311865,"%"
"rh","IPSL-CM6A-LR","historical",20,2.88652405731595,"%"
"rh","IPSL-CM6A-LR","historical",25,3.00434597608439,"%"
"rh","IPSL-CM6A-LR","historical",30,3.19441727125381,"%"
"rh","IPSL-CM6A-LR","historical",35,3.58443965655038,"%"
"rh","IPSL-CM6A-LR","historical",40,3.8315776368107,"%"
"rh","IPSL-CM6A-LR","historical",45,3.96493504957434,"%"
"rh","IPSL-CM6A-LR","historical",50,3.69164458159545,"%"
"rh","IPSL-CM6A-LR","historical",55,2.97583352792644,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000274870933112873,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.055983827228895,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.150774552565486,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.37275608211552,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.674333667793877,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99937919100702,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.50178292001778,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.69701420779666,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.08980633562444,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.59663820738487,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.30422652626653,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.742634235799,"%"
"rh","IPSL-CM6A-LR","historical",0,9.2570590672857,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1848757232146,"%"
"rh","IPSL-CM6A-LR","historical",10,5.0585433778105,"%"
"rh","IPSL-CM6A-LR","historical",15,2.7588948377808,"%"
"rh","IPSL-CM6A-LR","historical",20,2.89883627418389,"%"
"rh","IPSL-CM6A-LR","historical",25,3.06968986058201,"%"
"rh","IPSL-CM6A-LR","historical",30,3.24071477077203,"%"
"rh","IPSL-CM6A-LR","historical",35,3.6120034156208,"%"
"rh","IPSL-CM6A-LR","historical",40,3.85163061308084,"%"
"rh","IPSL-CM6A-LR","historical",45,3.95074489742584,"%"
"rh","IPSL-CM6A-LR","historical",50,3.85034834606133,"%"
"rh","IPSL-CM6A-LR","historical",55,3.08105419164842,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000269706808689696,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0572708375785682,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.153662282557342,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.387310733809318,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.711397953750078,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.98177918455111,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.35782470237012,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.48137912921263,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.136997238446,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.6512503930241,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.31402539990265,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.87017704520695,"%"
"rh","IPSL-CM6A-LR","historical",0,9.39519292087803,"%"
"rh","IPSL-CM6A-LR","historical",5,10.3366984326822,"%"
"rh","IPSL-CM6A-LR","historical",10,5.09326286200075,"%"
"rh","IPSL-CM6A-LR","historical",15,2.82420827129523,"%"
"rh","IPSL-CM6A-LR","historical",20,2.93662134751386,"%"
"rh","IPSL-CM6A-LR","historical",25,3.07959249807194,"%"
"rh","IPSL-CM6A-LR","historical",30,3.16768978344982,"%"
"rh","IPSL-CM6A-LR","historical",35,3.5354902168972,"%"
"rh","IPSL-CM6A-LR","historical",40,3.80309038831935,"%"
"rh","IPSL-CM6A-LR","historical",45,3.96037612245151,"%"
"rh","IPSL-CM6A-LR","historical",50,3.75407617671083,"%"
"rh","IPSL-CM6A-LR","historical",55,3.01035637251168,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000269466175025602,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0563005946073452,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.152345265954207,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.37975538602976,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.704165591089466,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.95921207149657,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.41157814958269,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.60847736683725,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.09355326986378,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.5583225938219,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.22598837421993,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.81272054974323,"%"
"rh","IPSL-CM6A-LR","historical",0,9.40063795275778,"%"
"rh","IPSL-CM6A-LR","historical",5,10.259063882219,"%"
"rh","IPSL-CM6A-LR","historical",10,5.22222147357542,"%"
"rh","IPSL-CM6A-LR","historical",15,2.77989949748847,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91535150979712,"%"
"rh","IPSL-CM6A-LR","historical",25,3.04878110544664,"%"
"rh","IPSL-CM6A-LR","historical",30,3.19782679102537,"%"
"rh","IPSL-CM6A-LR","historical",35,3.59358164110892,"%"
"rh","IPSL-CM6A-LR","historical",40,3.85229349688301,"%"
"rh","IPSL-CM6A-LR","historical",45,3.94056446285398,"%"
"rh","IPSL-CM6A-LR","historical",50,3.75178158663623,"%"
"rh","IPSL-CM6A-LR","historical",55,3.07530792078695,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000239832649688116,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0582884745541699,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.149334026756374,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.38430957687971,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.70969631645554,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.0276034623801,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.42011795536539,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.65684361135158,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.11348353387094,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.6633657183113,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.30623674296454,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.82764727295422,"%"
"rh","IPSL-CM6A-LR","historical",0,9.37490883910213,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1877674508509,"%"
"rh","IPSL-CM6A-LR","historical",10,5.0379510559931,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81185838501764,"%"
"rh","IPSL-CM6A-LR","historical",20,2.97071181667787,"%"
"rh","IPSL-CM6A-LR","historical",25,3.11295621625746,"%"
"rh","IPSL-CM6A-LR","historical",30,3.19662954713599,"%"
"rh","IPSL-CM6A-LR","historical",35,3.49494948352195,"%"
"rh","IPSL-CM6A-LR","historical",40,3.75535057386254,"%"
"rh","IPSL-CM6A-LR","historical",45,3.89755222132566,"%"
"rh","IPSL-CM6A-LR","historical",50,3.77531383686969,"%"
"rh","IPSL-CM6A-LR","historical",55,3.06688404889149,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000282052023920251,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0572774566034129,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.1558857222381,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.382791693030251,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.705585854374693,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99117627773633,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.43938565745718,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.66838683711081,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.11082625726515,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.64268916182244,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.32091622648859,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.85213420938745,"%"
"rh","IPSL-CM6A-LR","historical",0,9.37573725834887,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2329892590621,"%"
"rh","IPSL-CM6A-LR","historical",10,5.14187374783793,"%"
"rh","IPSL-CM6A-LR","historical",15,2.78471962915034,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91309867396201,"%"
"rh","IPSL-CM6A-LR","historical",25,3.0637172137963,"%"
"rh","IPSL-CM6A-LR","historical",30,3.12402338875258,"%"
"rh","IPSL-CM6A-LR","historical",35,3.49803133020028,"%"
"rh","IPSL-CM6A-LR","historical",40,3.79316564273594,"%"
"rh","IPSL-CM6A-LR","historical",45,3.95226523133677,"%"
"rh","IPSL-CM6A-LR","historical",50,3.77189794473705,"%"
"rh","IPSL-CM6A-LR","historical",55,3.02114327454155,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000288698806008626,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0552103557657307,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.14909876389544,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.376391837851785,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.659579555742906,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.88514273370518,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.28519982474932,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.54388881350888,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.10443488347218,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.6638270160533,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.32743930947288,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.85135588372926,"%"
"rh","IPSL-CM6A-LR","historical",0,9.33159481206313,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2843741565606,"%"
"rh","IPSL-CM6A-LR","historical",10,5.16142930982916,"%"
"rh","IPSL-CM6A-LR","historical",15,2.77129316785325,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91276380275748,"%"
"rh","IPSL-CM6A-LR","historical",25,3.19180361030224,"%"
"rh","IPSL-CM6A-LR","historical",30,3.295694066206,"%"
"rh","IPSL-CM6A-LR","historical",35,3.56614432893508,"%"
"rh","IPSL-CM6A-LR","historical",40,3.80669919546232,"%"
"rh","IPSL-CM6A-LR","historical",45,3.92711375961206,"%"
"rh","IPSL-CM6A-LR","historical",50,3.76497474484975,"%"
"rh","IPSL-CM6A-LR","historical",55,3.08425736881601,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000241084017801635,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0541637814589447,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.141574617375935,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.364629524953202,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.674554368573692,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.97905081048643,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.54684423963298,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.72430959054798,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.13870711991281,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.60840733701961,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.29592537331487,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.85537387145608,"%"
"rh","IPSL-CM6A-LR","historical",0,9.32952789983414,"%"
"rh","IPSL-CM6A-LR","historical",5,10.0970923575698,"%"
"rh","IPSL-CM6A-LR","historical",10,5.13149327983836,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81930791661267,"%"
"rh","IPSL-CM6A-LR","historical",20,2.93093051034463,"%"
"rh","IPSL-CM6A-LR","historical",25,3.03812848144081,"%"
"rh","IPSL-CM6A-LR","historical",30,3.15640629230046,"%"
"rh","IPSL-CM6A-LR","historical",35,3.52475000427585,"%"
"rh","IPSL-CM6A-LR","historical",40,3.7689509505442,"%"
"rh","IPSL-CM6A-LR","historical",45,3.95264550413177,"%"
"rh","IPSL-CM6A-LR","historical",50,3.80338273667851,"%"
"rh","IPSL-CM6A-LR","historical",55,3.0636023476785,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000280265025078032,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0572441076473627,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.151426636167582,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.387333365937553,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.701348132533541,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.98187690296218,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.43634670815766,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.56528022199483,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.05510294503024,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.5306259556593,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.19533323565651,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.79558920787182,"%"
"rh","IPSL-CM6A-LR","historical",0,9.37797599339444,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2495905287232,"%"
"rh","IPSL-CM6A-LR","historical",10,5.09220878030717,"%"
"rh","IPSL-CM6A-LR","historical",15,2.74359419190377,"%"
"rh","IPSL-CM6A-LR","historical",20,2.87104893372021,"%"
"rh","IPSL-CM6A-LR","historical",25,3.07052983604241,"%"
"rh","IPSL-CM6A-LR","historical",30,3.2956894188594,"%"
"rh","IPSL-CM6A-LR","historical",35,3.64580110353365,"%"
"rh","IPSL-CM6A-LR","historical",40,3.89841257651378,"%"
"rh","IPSL-CM6A-LR","historical",45,3.99462896339785,"%"
"rh","IPSL-CM6A-LR","historical",50,3.79963399311544,"%"
"rh","IPSL-CM6A-LR","historical",55,3.10309799584497,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000265402745241753,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0562534561565556,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.143046580427668,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.376628552212608,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.720294458032481,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.01458761547093,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.47845685229143,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.70068123467422,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.16283643164764,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.66791351006871,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.34738656335746,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.90199740032127,"%"
"rh","IPSL-CM6A-LR","historical",0,9.423455956592,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1822479034532,"%"
"rh","IPSL-CM6A-LR","historical",10,5.05059390251534,"%"
"rh","IPSL-CM6A-LR","historical",15,2.79439764991524,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91609438503102,"%"
"rh","IPSL-CM6A-LR","historical",25,3.05821228449848,"%"
"rh","IPSL-CM6A-LR","historical",30,3.15293464593055,"%"
"rh","IPSL-CM6A-LR","historical",35,3.51264237516139,"%"
"rh","IPSL-CM6A-LR","historical",40,3.78515942934613,"%"
"rh","IPSL-CM6A-LR","historical",45,3.89060703418305,"%"
"rh","IPSL-CM6A-LR","historical",50,3.66680101247053,"%"
"rh","IPSL-CM6A-LR","historical",55,2.99650536349686,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000296092477311138,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0566310274089952,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.152022396389681,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.381704663541666,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.687896218834845,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.9626783889128,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.33490949726607,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.55380268909077,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.09357853012238,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.59404048246902,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.3273406106879,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.94245337525637,"%"
"rh","IPSL-CM6A-LR","historical",0,9.43298459134043,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2866204452287,"%"
"rh","IPSL-CM6A-LR","historical",10,5.07746329889086,"%"
"rh","IPSL-CM6A-LR","historical",15,2.83781580826343,"%"
"rh","IPSL-CM6A-LR","historical",20,2.94566831176265,"%"
"rh","IPSL-CM6A-LR","historical",25,2.99628261179772,"%"
"rh","IPSL-CM6A-LR","historical",30,3.1442394441999,"%"
"rh","IPSL-CM6A-LR","historical",35,3.52503922340433,"%"
"rh","IPSL-CM6A-LR","historical",40,3.7831237520693,"%"
"rh","IPSL-CM6A-LR","historical",45,3.93655835235596,"%"
"rh","IPSL-CM6A-LR","historical",50,3.82867984569275,"%"
"rh","IPSL-CM6A-LR","historical",55,3.11817034253614,"%"
